64403139, -1, 179
64403139, 0, 5, 179, 0.027933
64403139, 1, 18, 179, 0.100559
64403139, 2, 4, 179, 0.0223464
64403139, 3, 41, 179, 0.22905
64403139, 4, 60, 179, 0.335196
64403139, 5, 0, 179, 0
64403139, 6, 225, 179, 1.25698
64403139, 7, 5, 890, 0.00561798
64403139, 8, 3, 178, 0.0168539
64403139, 9, 0, 0, 0
64403139, 10, 0, 179, 0
64403139, 11, 18, 179, 0.100559
64403139, 12, 24, 179, 0.134078
64403139, 13, 65, 179, 0.363128
64403139, 14, 0, 179, 0
64403139, 15, 81, 179, 0.452514
64403139, 16, 25, 179, 0.139665
64404143, -1, 181
64404143, 0, 7, 181, 0.038674
64404143, 1, 8, 181, 0.0441989
64404143, 2, 5, 181, 0.0276243
64404143, 3, 42, 181, 0.232044
64404143, 4, 91, 181, 0.502762
64404143, 5, 2, 181, 0.0110497
64404143, 6, 229, 181, 1.26519
64404143, 7, 9, 905, 0.00994475
64404143, 8, 3, 181, 0.0165746
64404143, 9, 0, 0, 0
64404143, 10, 1, 181, 0.00552486
64404143, 11, 14, 181, 0.0773481
64404143, 12, 25, 181, 0.138122
64404143, 13, 41, 181, 0.226519
64404143, 14, 1, 181, 0.00552486
64404143, 15, 86, 181, 0.475138
64404143, 16, 35, 181, 0.19337
64405144, -1, 180
64405144, 0, 6, 180, 0.0333333
64405144, 1, 13, 180, 0.0722222
64405144, 2, 2, 180, 0.0111111
64405144, 3, 48, 180, 0.266667
64405144, 4, 225, 180, 1.25
64405144, 5, 1, 180, 0.00555556
64405144, 6, 219, 180, 1.21667
64405144, 7, 2, 900, 0.00222222
64405144, 8, 3, 180, 0.0166667
64405144, 9, 0, 0, 0
64405144, 10, 1, 180, 0.00555556
64405144, 11, 8, 180, 0.0444444
64405144, 12, 23, 180, 0.127778
64405144, 13, 31, 180, 0.172222
64405144, 14, 0, 180, 0
64405144, 15, 70, 180, 0.388889
64405144, 16, 69, 180, 0.383333
64406145, -1, 175
64406145, 0, 6, 175, 0.0342857
64406145, 1, 10, 175, 0.0571429
64406145, 2, 7, 175, 0.04
64406145, 3, 31, 175, 0.177143
64406145, 4, 84, 175, 0.48
64406145, 5, 2, 175, 0.0114286
64406145, 6, 232, 175, 1.32571
64406145, 7, 9, 875, 0.0102857
64406145, 8, 3, 175, 0.0171429
64406145, 9, 0, 0, 0
64406145, 10, 0, 175, 0
64406145, 11, 16, 175, 0.0914286
64406145, 12, 21, 175, 0.12
64406145, 13, 24, 175, 0.137143
64406145, 14, 0, 175, 0
64406145, 15, 78, 175, 0.445714
64406145, 16, 71, 175, 0.405714
64407145, -1, 181
64407145, 0, 5, 181, 0.0276243
64407145, 1, 7, 181, 0.038674
64407145, 2, 1, 181, 0.00552486
64407145, 3, 54, 181, 0.298343
64407145, 4, 73, 181, 0.403315
64407145, 5, 0, 181, 0
64407145, 6, 237, 181, 1.30939
64407145, 7, 8, 905, 0.00883978
64407145, 8, 1, 181, 0.00552486
64407145, 9, 0, 0, 0
64407145, 10, 0, 181, 0
64407145, 11, 8, 181, 0.0441989
64407145, 12, 22, 181, 0.121547
64407145, 13, 22, 181, 0.121547
64407145, 14, 0, 181, 0
64407145, 15, 94, 181, 0.519337
64407145, 16, 72, 181, 0.39779
64408147, -1, 173
64408147, 0, 8, 173, 0.0462428
64408147, 1, 12, 173, 0.0693642
64408147, 2, 8, 173, 0.0462428
64408147, 3, 47, 173, 0.271676
64408147, 4, 63, 173, 0.364162
64408147, 5, 0, 173, 0
64408147, 6, 253, 173, 1.46243
64408147, 7, 10, 865, 0.0115607
64408147, 8, 5, 173, 0.0289017
64408147, 9, 0, 0, 0
64408147, 10, 0, 173, 0
64408147, 11, 17, 173, 0.0982659
64408147, 12, 28, 173, 0.16185
64408147, 13, 30, 173, 0.17341
64408147, 14, 0, 173, 0
64408147, 15, 84, 173, 0.485549
64408147, 16, 70, 173, 0.404624
64409149, -1, 196
64409149, 0, 5, 196, 0.0255102
64409149, 1, 14, 196, 0.0714286
64409149, 2, 2, 196, 0.0102041
64409149, 3, 35, 196, 0.178571
64409149, 4, 78, 196, 0.397959
64409149, 5, 0, 196, 0
64409149, 6, 266, 196, 1.35714
64409149, 7, 8, 980, 0.00816326
64409149, 8, 2, 196, 0.0102041
64409149, 9, 0, 0, 0
64409149, 10, 0, 196, 0
64409149, 11, 17, 196, 0.0867347
64409149, 12, 24, 196, 0.122449
64409149, 13, 23, 196, 0.117347
64409149, 14, 0, 196, 0
64409149, 15, 95, 196, 0.484694
64409149, 16, 83, 196, 0.423469
64410154, -1, 190
64410154, 0, 2, 190, 0.0105263
64410154, 1, 12, 190, 0.0631579
64410154, 2, 5, 190, 0.0263158
64410154, 3, 42, 190, 0.221053
64410154, 4, 76, 190, 0.4
64410154, 5, 0, 190, 0
64410154, 6, 272, 190, 1.43158
64410154, 7, 13, 950, 0.0136842
64410154, 8, 4, 190, 0.0210526
64410154, 9, 0, 0, 0
64410154, 10, 1, 190, 0.00526316
64410154, 11, 14, 190, 0.0736842
64410154, 12, 27, 190, 0.142105
64410154, 13, 32, 190, 0.168421
64410154, 14, 0, 190, 0
64410154, 15, 83, 190, 0.436842
64410154, 16, 86, 190, 0.452632
64411159, -1, 188
64411159, 0, 7, 188, 0.037234
64411159, 1, 10, 188, 0.0531915
64411159, 2, 5, 188, 0.0265957
64411159, 3, 61, 188, 0.324468
64411159, 4, 74, 188, 0.393617
64411159, 5, 0, 188, 0
64411159, 6, 282, 188, 1.5
64411159, 7, 11, 940, 0.0117021
64411159, 8, 8, 188, 0.0425532
64411159, 9, 0, 0, 0
64411159, 10, 0, 188, 0
64411159, 11, 14, 188, 0.0744681
64411159, 12, 25, 188, 0.132979
64411159, 13, 27, 188, 0.143617
64411159, 14, 0, 188, 0
64411159, 15, 98, 188, 0.521277
64411159, 16, 85, 188, 0.452128
64412160, -1, 183
64412160, 0, 7, 183, 0.0382514
64412160, 1, 15, 183, 0.0819672
64412160, 2, 5, 183, 0.0273224
64412160, 3, 44, 183, 0.240437
64412160, 4, 73, 183, 0.398907
64412160, 5, 0, 183, 0
64412160, 6, 259, 183, 1.4153
64412160, 7, 6, 915, 0.00655738
64412160, 8, 6, 183, 0.0327869
64412160, 9, 0, 0, 0
64412160, 10, 0, 183, 0
64412160, 11, 14, 183, 0.0765027
64412160, 12, 27, 183, 0.147541
64412160, 13, 18, 183, 0.0983607
64412160, 14, 2, 183, 0.010929
64412160, 15, 97, 183, 0.530055
64412160, 16, 79, 183, 0.431694
64413161, -1, 164
64413161, 0, 3, 164, 0.0182927
64413161, 1, 14, 164, 0.0853659
64413161, 2, 3, 164, 0.0182927
64413161, 3, 53, 164, 0.323171
64413161, 4, 79, 164, 0.481707
64413161, 5, 0, 164, 0
64413161, 6, 278, 164, 1.69512
64413161, 7, 13, 820, 0.0158537
64413161, 8, 4, 164, 0.0243902
64413161, 9, 0, 0, 0
64413161, 10, 0, 164, 0
64413161, 11, 14, 164, 0.0853659
64413161, 12, 29, 164, 0.176829
64413161, 13, 30, 164, 0.182927
64413161, 14, 0, 164, 0
64413161, 15, 103, 164, 0.628049
64413161, 16, 66, 164, 0.402439
64414161, -1, 169
64414161, 0, 11, 169, 0.0650888
64414161, 1, 17, 169, 0.100592
64414161, 2, 6, 169, 0.035503
64414161, 3, 48, 169, 0.284024
64414161, 4, 75, 169, 0.443787
64414161, 5, 0, 169, 0
64414161, 6, 252, 169, 1.49112
64414161, 7, 8, 845, 0.00946746
64414161, 8, 4, 169, 0.0236686
64414161, 9, 0, 0, 0
64414161, 10, 0, 169, 0
64414161, 11, 16, 169, 0.0946746
64414161, 12, 20, 169, 0.118343
64414161, 13, 28, 169, 0.16568
64414161, 14, 2, 169, 0.0118343
64414161, 15, 91, 169, 0.538462
64414161, 16, 67, 169, 0.39645
64415161, -1, 167
64415161, 0, 5, 167, 0.0299401
64415161, 1, 15, 167, 0.0898204
64415161, 2, 5, 167, 0.0299401
64415161, 3, 56, 167, 0.335329
64415161, 4, 71, 167, 0.42515
64415161, 5, 1, 167, 0.00598802
64415161, 6, 288, 167, 1.72455
